time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710482464,1872,173210,33.5,91.5,0.8,0.0,1.505,173210,2024-03-15 06:01:04
1710482584,1872,173210,33.0,91.5,0.8,0.0,1.02,173210,2024-03-15 06:03:04
1710482704,1872,173210,32.5,92.5,1.0,0.045,1.1,173210,2024-03-15 06:05:04
1710482824,1872,173210,32.5,92.5,0.7,0.0,1.47,173210,2024-03-15 06:07:04
1710482944,1872,173210,32.5,92.5,1.1,0.16,2.125,173210,2024-03-15 06:09:04
1710483065,1872,173210,32.0,92.5,1.1,0.145,1.78,173210,2024-03-15 06:11:05
1710483184,1872,173210,31.5,92.5,1.4,0.65,2.59,173210,2024-03-15 06:13:04
1710483304,1872,173210,31.5,92.5,1.7,0.705,2.54,173210,2024-03-15 06:15:04
1710483424,1872,173210,31.5,93.5,1.6,0.785,2.685,173210,2024-03-15 06:17:04
1710483544,1872,173210,31.5,93.5,1.8,0.93,3.22,173210,2024-03-15 06:19:04
1710483664,1872,173210,31.5,93.5,2.0,1.585,3.795,173210,2024-03-15 06:21:04
1710483784,1872,173210,31.5,93.5,2.2,1.835,4.37,173210,2024-03-15 06:23:04
1710483904,1872,173210,31.0,93.5,2.0,1.52,3.3600000000000003,173210,2024-03-15 06:25:04
1710484024,1872,173210,31.0,93.5,2.0,1.3250000000000002,3.57,173210,2024-03-15 06:27:04
1710484144,1872,173210,31.0,93.5,2.0,1.615,3.89,173210,2024-03-15 06:29:04
1710484264,1872,173210,31.0,93.5,1.8,1.375,3.765,173210,2024-03-15 06:31:04
1710484384,1872,173210,31.0,93.5,2.2,1.3199999999999998,3.465,173210,2024-03-15 06:33:04
1710484504,1872,173210,30.5,93.5,2.0,1.25,2.935,173210,2024-03-15 06:35:04
1710484624,1872,173210,30.5,93.5,2.0,1.61,3.425,173210,2024-03-15 06:37:04
1710484745,1872,173210,31.0,93.5,2.5,1.735,4.605,173210,2024-03-15 06:39:05
1710484865,1872,173210,31.0,93.5,2.7,1.77,4.42,173210,2024-03-15 06:41:05
1710484985,1872,173210,31.0,93.5,2.3,1.62,3.81,173210,2024-03-15 06:43:05
1710485105,1872,173210,30.5,93.5,2.4,1.75,4.13,173210,2024-03-15 06:45:05
1710485225,1872,173210,31.0,93.5,2.4,1.585,4.085,173210,2024-03-15 06:47:05
1710485345,1872,173210,30.5,93.5,2.3,1.74,4.33,173210,2024-03-15 06:49:05
1710485465,1872,173210,30.5,93.5,2.7,2.455,5.26,173210,2024-03-15 06:51:05
1710485585,1872,173210,30.5,93.5,2.6,2.31,4.535,173210,2024-03-15 06:53:05
1710485705,1872,173210,30.5,93.5,2.9,2.52,5.575,173210,2024-03-15 06:55:05
1710485825,1872,173210,30.5,94.5,3.0,2.53,4.83,173210,2024-03-15 06:57:05
1710485945,1872,173210,30.5,94.5,2.8,2.02,4.63,173210,2024-03-15 06:59:05
1710486065,1872,173210,30.5,94.0,2.8,2.3150000000000004,4.705,173210,2024-03-15 07:01:05
1710486185,1872,173210,30.5,94.5,2.7,2.24,5.34,173210,2024-03-15 07:03:05
1710486305,1872,173210,30.5,93.5,2.5,2.165,4.630000000000001,173210,2024-03-15 07:05:05
1710486426,1872,173210,30.5,93.5,2.4,1.955,3.82,173210,2024-03-15 07:07:06
1710486546,1872,173210,30.5,93.5,2.4,1.65,4.08,173210,2024-03-15 07:09:06
1710486665,1872,173210,30.5,93.5,2.4,1.5,4.09,173210,2024-03-15 07:11:05
1710486785,1872,173210,30.0,93.5,2.3,1.93,4.67,173210,2024-03-15 07:13:05
1710486905,1872,173210,30.0,93.5,2.2,2.03,4.045,173210,2024-03-15 07:15:05
1710487025,1872,173210,30.0,93.5,2.4,2.05,4.779999999999999,173210,2024-03-15 07:17:05
1710487147,1872,173210,30.0,93.5,2.4,1.815,4.445,173210,2024-03-15 07:19:07
1710487265,1872,173210,30.0,93.5,2.2,1.475,4.32,173210,2024-03-15 07:21:05
1710487386,1872,173210,30.0,93.5,2.4,1.53,4.01,173210,2024-03-15 07:23:06
1710487508,1872,173210,30.0,93.5,2.2,1.47,3.97,173210,2024-03-15 07:25:08
1710487625,1872,173210,30.0,93.5,2.1,1.23,3.575,173210,2024-03-15 07:27:05
1710487745,1872,173210,30.0,93.5,2.0,1.15,3.475,173210,2024-03-15 07:29:05
1710487865,1872,173210,30.0,93.5,1.9,1.15,4.115,173210,2024-03-15 07:31:05
1710487985,1872,173210,30.0,93.5,1.8,1.085,2.88,173210,2024-03-15 07:33:05
1710488105,1872,173210,29.5,93.5,1.9,1.145,3.46,173210,2024-03-15 07:35:05
1710488225,1872,173210,30.0,93.5,1.8,0.985,3.995,173210,2024-03-15 07:37:05
1710488347,1872,173210,29.5,93.5,1.5,1.015,3.3,173210,2024-03-15 07:39:07
1710488466,1872,173210,30.0,93.5,1.6,0.995,2.865,173210,2024-03-15 07:41:06
1710488588,1872,173210,29.5,93.5,1.7,0.96,3.215,173210,2024-03-15 07:43:08
1710488706,1872,173210,30.0,93.5,1.7,1.22,2.93,173210,2024-03-15 07:45:06
1710489106,1872,173210,29.0,93.5,3.9,3.94,20.61,173210,2024-03-15 07:51:46
1710489226,1872,173210,29.0,93.5,7.5,9.545,28.14,173210,2024-03-15 07:53:46
1710489346,1872,173210,29.5,93.0,7.3,9.78,27.95,173210,2024-03-15 07:55:46
1710489466,1872,173210,30.0,92.5,3.2,3.915,18.915,173210,2024-03-15 07:57:46
1710489586,1872,173210,30.0,92.5,3.7,4.18,18.905,173210,2024-03-15 07:59:46
1710489706,1872,173210,30.0,92.5,3.8,4.76,22.645,173210,2024-03-15 08:01:46
1710489823,1872,173210,30.0,92.5,5.9,6.07,10.24,173210,2024-03-15 08:03:43
1710489943,1872,173210,30.0,92.5,7.2,7.875,13.2,173210,2024-03-15 08:05:43
1710490063,1872,173210,30.0,92.5,6.3,6.975,10.865,173210,2024-03-15 08:07:43
1710490183,1872,173210,30.0,92.5,6.1,6.800000000000001,10.2,173210,2024-03-15 08:09:43
1710490303,1872,173210,30.0,92.5,6.0,7.275,11.515,173210,2024-03-15 08:11:43
1710490423,1872,173210,29.0,92.5,4.7,4.695,8.58,173210,2024-03-15 08:13:43
1710490543,1872,173210,29.0,92.5,4.4,4.215,7.564999999999999,173210,2024-03-15 08:15:43
1710490663,1872,173210,29.5,92.5,4.0,3.96,7.564999999999999,173210,2024-03-15 08:17:43
1710490783,1872,173210,29.5,92.5,3.4,3.345,5.695,173210,2024-03-15 08:19:43
1710490903,1872,173210,29.5,92.5,3.5,3.215,6.025,173210,2024-03-15 08:21:43
1710491023,1872,173210,29.0,92.5,3.3,2.795,5.69,173210,2024-03-15 08:23:43
1710491143,1872,173210,29.0,92.5,3.2,3.035,5.984999999999999,173210,2024-03-15 08:25:43
1710491263,1872,173210,29.0,92.5,2.9,2.43,5.025,173210,2024-03-15 08:27:43
1710491383,1872,173210,29.0,92.5,2.7,2.345,4.83,173210,2024-03-15 08:29:43
1710491503,1872,173210,29.0,92.5,2.3,1.77,4.46,173210,2024-03-15 08:31:43
1710491623,1872,173210,29.0,92.5,2.5,1.95,4.235,173210,2024-03-15 08:33:43
1710491743,1872,173210,29.0,92.5,2.2,1.795,3.52,173210,2024-03-15 08:35:43
1710491863,1872,173210,29.0,92.5,2.2,2.225,4.18,173210,2024-03-15 08:37:43
1710491983,1872,173210,29.0,92.5,2.0,1.72,3.48,173210,2024-03-15 08:39:43
1710492103,1872,173210,29.0,92.5,2.0,1.63,3.765,173210,2024-03-15 08:41:43
1710492223,1872,173210,29.0,92.5,2.0,1.62,3.625,173210,2024-03-15 08:43:43
1710492343,1872,173210,29.0,92.5,2.2,1.825,3.92,173210,2024-03-15 08:45:43
1710492463,1872,173210,29.0,92.5,1.7,1.2400000000000002,3.51,173210,2024-03-15 08:47:43
1710492583,1872,173210,29.0,92.5,2.0,1.3450000000000002,3.62,173210,2024-03-15 08:49:43
1710492703,1872,173210,29.0,92.5,1.9,1.335,3.9,173210,2024-03-15 08:51:43
1710492823,1872,173210,29.0,92.5,2.2,1.14,3.745,173210,2024-03-15 08:53:43
1710492943,1872,173210,29.0,92.5,1.8,1.315,3.155,173210,2024-03-15 08:55:43
