time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710498561,1872,173213,32.0,91.0,2.6,1.755,4.63,173213,2024-03-15 10:29:21
1710498681,1872,173213,32.0,91.5,2.2,1.495,3.345,173213,2024-03-15 10:31:21
1710498801,1872,173213,32.0,91.5,1.8,1.135,2.825,173213,2024-03-15 10:33:21
1710498921,1872,173213,32.0,91.5,1.8,1.43,3.745,173213,2024-03-15 10:35:21
1710499041,1872,173213,32.0,91.5,1.7,1.025,3.14,173213,2024-03-15 10:37:21
1710499161,1872,173213,32.0,92.0,1.8,1.07,2.775,173213,2024-03-15 10:39:21
1710499281,1872,173213,31.5,92.5,1.6,0.745,2.6,173213,2024-03-15 10:41:21
1710499401,1872,173213,31.0,93.0,1.6,0.845,2.78,173213,2024-03-15 10:43:21
1710499522,1872,173213,30.5,93.5,1.4,0.45,2.19,173213,2024-03-15 10:45:22
1710499642,1872,173213,30.0,93.5,1.6,0.8300000000000001,2.2,173213,2024-03-15 10:47:22
1710499762,1872,173213,30.0,94.0,1.6,0.675,2.695,173213,2024-03-15 10:49:22
1710499882,1872,173213,29.5,94.5,1.3,0.4499999999999999,2.145,173213,2024-03-15 10:51:22
1710500002,1872,173213,29.0,94.5,1.2,0.32,1.825,173213,2024-03-15 10:53:22
1710500122,1872,173213,29.0,95.0,1.5,0.635,2.145,173213,2024-03-15 10:55:22
1710500242,1872,173213,29.0,95.0,1.3,0.75,2.12,173213,2024-03-15 10:57:22
1710500362,1872,173213,29.0,94.5,1.5,0.835,2.745,173213,2024-03-15 10:59:22
1710500571,1872,173213,31.5,91.5,15.6,35.485,44.17,173213,2024-03-15 11:02:51
1710500676,1872,173213,32.0,91.0,5.6,6.265,15.11,173213,2024-03-15 11:04:36
1710500794,1872,173213,32.0,91.0,3.7,5.57,10.155,173213,2024-03-15 11:06:34
1710500917,1872,173213,32.0,90.5,4.9,8.66,16.055,173213,2024-03-15 11:08:37
1710501025,1872,173213,32.5,90.5,4.8,7.895,15.41,173213,2024-03-15 11:10:25
1710501172,1872,173213,32.5,90.0,3.1,4.3950000000000005,10.895,173213,2024-03-15 11:12:52
1710501246,1872,173213,32.0,91.5,4.8,6.405,13.17,173213,2024-03-15 11:14:06
1710501366,1872,173213,31.0,92.5,1.8,0.48,2.32,173213,2024-03-15 11:16:06
1710501486,1872,173213,31.0,92.0,2.6,2.2,3.945,173213,2024-03-15 11:18:06
1710501606,1872,173213,31.0,92.0,4.5,4.11,7.25,173213,2024-03-15 11:20:06
1710501726,1872,173213,31.5,92.0,5.5,5.045,9.135,173213,2024-03-15 11:22:06
1710501846,1872,173213,31.5,92.0,5.4,5.67,8.920000000000002,173213,2024-03-15 11:24:06
1710501966,1872,173213,31.0,92.0,6.2,6.385,9.97,173213,2024-03-15 11:26:06
1710502086,1872,173213,31.5,92.0,5.8,6.245,9.615,173213,2024-03-15 11:28:06
1710502206,1872,173213,31.5,92.0,4.3,4.24,7.734999999999999,173213,2024-03-15 11:30:06
1710502326,1872,173213,31.5,91.5,3.5,3.885,6.404999999999999,173213,2024-03-15 11:32:06
1710502446,1872,173213,32.0,92.0,3.6,3.43,6.449999999999999,173213,2024-03-15 11:34:06
1710502566,1872,173213,32.0,91.5,3.2,3.2,5.654999999999999,173213,2024-03-15 11:36:06
1710502686,1872,173213,32.0,91.5,3.2,2.815,5.24,173213,2024-03-15 11:38:06
1710502806,1872,173213,32.0,91.5,3.0,3.085,5.0600000000000005,173213,2024-03-15 11:40:06
1710502926,1872,173213,32.0,91.5,3.0,3.0,5.62,173213,2024-03-15 11:42:06
1710503046,1872,173213,32.0,91.5,3.2,2.91,5.824999999999999,173213,2024-03-15 11:44:06
1710503166,1872,173213,32.0,91.5,2.6,2.58,4.96,173213,2024-03-15 11:46:06
1710503286,1872,173213,32.0,91.5,3.0,2.43,4.545,173213,2024-03-15 11:48:06
1710503406,1872,173213,32.0,91.5,2.8,2.66,5.0,173213,2024-03-15 11:50:06
1710503526,1872,173213,32.0,91.5,2.7,2.335,4.715,173213,2024-03-15 11:52:06
1710503675,1872,173213,32.0,91.5,2.5,2.06,4.53,173213,2024-03-15 11:54:35
1710503795,1872,173213,32.0,91.5,2.5,1.6549999999999998,3.655,173213,2024-03-15 11:56:35
1710503915,1872,173213,32.0,91.5,2.2,1.82,3.515,173213,2024-03-15 11:58:35
1710504035,1872,173213,32.0,91.5,2.3,1.975,3.5250000000000004,173213,2024-03-15 12:00:35
1710504155,1872,173213,32.0,91.5,2.2,1.55,3.2750000000000004,173213,2024-03-15 12:02:35
1710504275,1872,173213,32.0,91.5,2.1,1.355,3.13,173213,2024-03-15 12:04:35
1710504395,1872,173213,32.0,91.5,1.9,1.55,3.46,173213,2024-03-15 12:06:35
1710504515,1872,173213,32.0,91.5,2.1,1.65,3.21,173213,2024-03-15 12:08:35
1710504635,1872,173213,32.0,91.5,1.9,1.125,2.87,173213,2024-03-15 12:10:35
1710504755,1872,173213,32.0,91.5,1.8,1.085,2.605,173213,2024-03-15 12:12:35
1710504875,1872,173213,32.0,91.5,1.7,1.03,3.025,173213,2024-03-15 12:14:35
1710504995,1872,173213,32.0,91.0,1.6,0.665,2.11,173213,2024-03-15 12:16:35
1710505115,1872,173213,32.0,91.0,1.5,0.785,1.785,173213,2024-03-15 12:18:35
1710505235,1872,173213,32.0,91.0,1.5,0.79,2.3,173213,2024-03-15 12:20:35
1710505355,1872,173213,32.0,91.0,1.3,0.8,1.825,173213,2024-03-15 12:22:35
1710505475,1872,173213,32.0,91.0,1.5,0.475,1.745,173213,2024-03-15 12:24:35
1710505595,1872,173213,32.0,90.5,1.1,0.37,1.725,173213,2024-03-15 12:26:35
1710505715,1872,173213,32.0,90.5,1.2,0.585,1.61,173213,2024-03-15 12:28:35
1710505835,1872,173213,33.0,90.5,1.2,0.44,2.37,173213,2024-03-15 12:30:35
1710505955,1872,173213,33.0,90.5,1.2,0.325,2.185,173213,2024-03-15 12:32:35
1710506075,1872,173213,33.0,90.5,1.3,0.42,1.97,173213,2024-03-15 12:34:35
1710506195,1872,173213,33.0,90.5,1.0,0.185,1.625,173213,2024-03-15 12:36:35
1710506315,1872,173213,33.0,90.5,1.3,0.395,2.17,173213,2024-03-15 12:38:35
1710506435,1872,173213,33.0,90.5,1.1,0.395,1.37,173213,2024-03-15 12:40:35
1710506555,1872,173213,33.0,90.5,1.0,0.07,1.245,173213,2024-03-15 12:42:35
1710506675,1872,173213,33.0,91.0,1.0,0.3399999999999999,1.435,173213,2024-03-15 12:44:35
1710506795,1872,173213,33.0,91.0,1.0,0.175,1.155,173213,2024-03-15 12:46:35
1710506915,1872,173213,33.0,91.0,1.0,0.135,1.235,173213,2024-03-15 12:48:35
1710507035,1872,173213,33.0,91.0,1.0,0.37,1.37,173213,2024-03-15 12:50:35
1710507155,1872,173213,33.0,91.0,0.9,0.125,1.085,173213,2024-03-15 12:52:35
1710507275,1872,173213,33.0,91.0,0.9,0.095,0.7949999999999999,173213,2024-03-15 12:54:35
1710507395,1872,173213,33.0,91.0,1.0,0.11,0.7749999999999999,173213,2024-03-15 12:56:35
1710507515,1872,173213,33.0,91.0,0.8,0.105,0.69,173213,2024-03-15 12:58:35
