time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710133908,1872,173212,33.0,93.5,0.8,0.0,1.605,173212,2024-03-11 05:11:48
1710134029,1872,173212,33.5,93.5,1.0,0.235,2.215,173212,2024-03-11 05:13:49
1710134149,1872,173212,33.5,93.5,0.8,0.015,1.61,173212,2024-03-11 05:15:49
1710134268,1872,173212,33.5,93.5,0.9,0.115,1.31,173212,2024-03-11 05:17:48
1710134393,1872,173212,33.5,93.5,0.8,0.0,1.36,173212,2024-03-11 05:19:53
1710134508,1872,173212,33.5,93.5,0.8,0.0,1.52,173212,2024-03-11 05:21:48
1710134628,1872,173212,33.0,93.5,0.9,0.18,2.185,173212,2024-03-11 05:23:48
1710134748,1872,173212,32.5,93.5,1.1,0.265,1.98,173212,2024-03-11 05:25:48
1710134868,1872,173212,33.0,93.5,0.9,0.0,1.275,173212,2024-03-11 05:27:48
1710134988,1872,173212,32.5,93.5,0.7,0.0,1.415,173212,2024-03-11 05:29:48
1710135108,1872,173212,32.5,93.5,0.8,0.025,1.95,173212,2024-03-11 05:31:48
1710135228,1872,173212,32.5,93.5,0.9,0.025,1.25,173212,2024-03-11 05:33:48
1710135348,1872,173212,32.5,93.5,0.7,0.0,1.51,173212,2024-03-11 05:35:48
1710135468,1872,173212,31.5,93.5,0.8,0.085,1.705,173212,2024-03-11 05:37:48
1710135588,1872,173212,31.5,93.5,0.8,0.01,1.38,173212,2024-03-11 05:39:48
1710135708,1872,173212,31.5,93.5,0.8,0.13,1.385,173212,2024-03-11 05:41:48
1710135829,1872,173212,31.5,93.5,1.0,0.235,1.44,173212,2024-03-11 05:43:49
1710135949,1872,173212,31.5,93.5,1.0,0.22,1.615,173212,2024-03-11 05:45:49
1710136069,1872,173212,31.5,93.5,0.8,0.06,2.54,173212,2024-03-11 05:47:49
1710136188,1872,173212,31.5,93.5,0.9,0.06,1.7,173212,2024-03-11 05:49:48
1710136321,1872,173212,31.5,93.0,1.0,0.29,1.985,173212,2024-03-11 05:52:01
1710136435,1872,173212,31.5,93.5,0.9,0.045,1.8,173212,2024-03-11 05:53:55
1710136555,1872,173212,31.5,93.5,1.0,0.095,2.39,173212,2024-03-11 05:55:55
1710136675,1872,173212,32.0,93.5,0.9,0.155,2.01,173212,2024-03-11 05:57:55
1710136795,1872,173212,32.5,93.5,0.9,0.075,1.99,173212,2024-03-11 05:59:55
1710136915,1872,173212,32.5,93.5,0.7,0.045,1.305,173212,2024-03-11 06:01:55
1710137035,1872,173212,32.5,93.5,0.9,0.0,1.75,173212,2024-03-11 06:03:55
1710137155,1872,173212,32.5,93.5,0.7,0.0,1.345,173212,2024-03-11 06:05:55
1710137275,1872,173212,32.5,93.5,1.0,0.0,1.185,173212,2024-03-11 06:07:55
1710137395,1872,173212,32.5,93.5,0.9,0.07,1.64,173212,2024-03-11 06:09:55
1710137515,1872,173212,33.0,93.5,0.9,0.0,2.635,173212,2024-03-11 06:11:55
1710137635,1872,173212,33.0,93.5,0.8,0.065,1.3,173212,2024-03-11 06:13:55
1710137755,1872,173212,33.0,93.0,0.9,0.025,2.16,173212,2024-03-11 06:15:55
1710137875,1872,173212,33.5,93.5,0.9,0.185,2.335,173212,2024-03-11 06:17:55
1710137995,1872,173212,33.0,93.5,1.1,0.08,2.3,173212,2024-03-11 06:19:55
1710138115,1872,173212,33.0,93.5,1.0,0.015,2.285,173212,2024-03-11 06:21:55
1710138235,1872,173212,33.5,93.5,0.9,0.035,1.605,173212,2024-03-11 06:23:55
1710138355,1872,173212,33.0,93.5,0.9,0.0,2.185,173212,2024-03-11 06:25:55
1710138475,1872,173212,33.0,93.0,1.0,0.04,2.015,173212,2024-03-11 06:27:55
1710138595,1872,173212,33.5,93.0,1.0,0.06,2.39,173212,2024-03-11 06:29:55
1710138715,1872,173212,33.0,93.0,1.0,0.0849999999999999,1.76,173212,2024-03-11 06:31:55
1710138835,1872,173212,33.5,93.0,1.0,0.01,1.61,173212,2024-03-11 06:33:55
1710138955,1872,173212,33.5,93.5,0.9,0.06,1.6,173212,2024-03-11 06:35:55
1710139075,1872,173212,33.5,93.5,1.0,0.01,1.85,173212,2024-03-11 06:37:55
1710139195,1872,173212,33.0,93.5,0.8,0.0,1.64,173212,2024-03-11 06:39:55
1710139315,1872,173212,33.0,93.5,1.2,0.265,2.08,173212,2024-03-11 06:41:55
1710139435,1872,173212,33.5,93.5,1.1,0.075,2.54,173212,2024-03-11 06:43:55
1710139555,1872,173212,33.5,93.5,0.8,0.08,1.905,173212,2024-03-11 06:45:55
1710139675,1872,173212,33.5,93.5,1.0,0.185,1.95,173212,2024-03-11 06:47:55
1710139795,1872,173212,33.5,93.5,1.1,0.07,3.18,173212,2024-03-11 06:49:55
1710139918,1872,173212,34.0,93.0,0.9,0.095,1.585,173212,2024-03-11 06:51:58
1710140036,1872,173212,34.5,93.0,1.2,0.21,2.14,173212,2024-03-11 06:53:56
1710140156,1872,173212,35.0,93.0,1.2,0.1649999999999999,2.04,173212,2024-03-11 06:55:56
1710140276,1872,173212,35.0,93.0,1.2,0.075,1.585,173212,2024-03-11 06:57:56
1710140396,1872,173212,34.5,93.5,1.0,0.27,2.39,173212,2024-03-11 06:59:56
1710140516,1872,173212,35.0,93.0,1.2,0.235,2.235,173212,2024-03-11 07:01:56
1710140636,1872,173212,35.0,93.0,1.0,0.04,2.13,173212,2024-03-11 07:03:56
1710140756,1872,173212,35.0,93.0,0.9,0.04,2.49,173212,2024-03-11 07:05:56
1710140876,1872,173212,35.0,93.5,1.3,0.265,3.095,173212,2024-03-11 07:07:56
1710140996,1872,173212,35.0,93.0,1.2,0.33,2.275,173212,2024-03-11 07:09:56
1710141116,1872,173212,35.0,93.0,1.0,0.0849999999999999,1.475,173212,2024-03-11 07:11:56
1710141236,1872,173212,36.0,93.5,0.9,0.01,1.29,173212,2024-03-11 07:13:56
1710141356,1872,173212,36.0,93.5,1.0,0.025,2.265,173212,2024-03-11 07:15:56
1710141476,1872,173212,36.0,93.5,1.2,0.325,1.64,173212,2024-03-11 07:17:56
1710141596,1872,173212,36.0,93.5,1.0,0.26,2.33,173212,2024-03-11 07:19:56
1710141716,1872,173212,36.0,93.5,1.3,0.375,2.58,173212,2024-03-11 07:21:56
1710141836,1872,173212,36.0,93.0,1.3,0.4,2.165,173212,2024-03-11 07:23:56
1710141956,1872,173212,36.0,93.0,1.2,0.275,1.565,173212,2024-03-11 07:25:56
1710142076,1872,173212,36.5,93.5,1.1,0.175,2.095,173212,2024-03-11 07:27:56
1710142196,1872,173212,37.0,93.0,1.3,0.195,2.265,173212,2024-03-11 07:29:56
1710142316,1872,173212,37.0,93.0,1.3,0.275,2.94,173212,2024-03-11 07:31:56
1710142436,1872,173212,37.0,93.5,1.4,0.6100000000000001,3.015,173212,2024-03-11 07:33:56
1710142556,1872,173212,38.0,92.5,1.2,0.585,3.33,173212,2024-03-11 07:35:56
1710142676,1872,173212,37.0,92.5,1.1,0.32,3.165,173212,2024-03-11 07:37:56
1710142796,1872,173212,37.0,92.5,1.1,0.25,2.535,173212,2024-03-11 07:39:56
1710142916,1872,173212,38.0,93.0,1.4,0.355,2.79,173212,2024-03-11 07:41:56
1710143036,1872,173212,38.0,92.0,1.2,0.245,2.795,173212,2024-03-11 07:43:56
