time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710138487,1872,173213,31.0,94.0,2.6,0.0,3.9,173213,2024-03-11 06:28:07
1710138607,1872,173213,31.0,94.0,3.4,0.0,3.9,173213,2024-03-11 06:30:07
1710138727,1872,173213,32.0,93.5,3.2,0.035,3.98,173213,2024-03-11 06:32:07
1710138847,1872,173213,32.0,93.5,3.2,0.2299999999999999,4.234999999999999,173213,2024-03-11 06:34:07
1710138967,1872,173213,32.0,93.5,3.1,0.025,3.625,173213,2024-03-11 06:36:07
1710139087,1872,173213,32.0,93.5,2.9,0.105,4.075,173213,2024-03-11 06:38:07
1710139207,1872,173213,32.0,93.5,2.6,0.0,3.53,173213,2024-03-11 06:40:07
1710139327,1872,173213,32.0,93.5,3.0,0.11,3.925,173213,2024-03-11 06:42:07
1710139447,1872,173213,32.0,93.5,2.7,0.1,3.405,173213,2024-03-11 06:44:07
1710139567,1872,173213,32.0,93.5,2.8,0.055,3.61,173213,2024-03-11 06:46:07
1710139687,1872,173213,32.0,94.0,3.5,0.105,5.08,173213,2024-03-11 06:48:07
1710139807,1872,173213,32.0,94.0,3.4,0.0,5.955,173213,2024-03-11 06:50:07
1710139927,1872,173213,33.0,93.5,3.0,0.0,4.5,173213,2024-03-11 06:52:07
1710140047,1872,173213,33.0,93.5,1.7,0.085,2.43,173213,2024-03-11 06:54:07
1710140168,1872,173213,33.0,93.5,0.8,0.06,1.83,173213,2024-03-11 06:56:08
1710140288,1872,173213,33.0,93.5,0.9,0.055,1.985,173213,2024-03-11 06:58:08
1710140408,1872,173213,33.0,93.5,0.9,0.12,1.84,173213,2024-03-11 07:00:08
1710140528,1872,173213,33.0,94.0,1.1,0.015,1.955,173213,2024-03-11 07:02:08
1710140648,1872,173213,33.5,93.5,1.0,0.09,1.62,173213,2024-03-11 07:04:08
1710140768,1872,173213,33.5,93.5,0.8,0.085,1.6149999999999998,173213,2024-03-11 07:06:08
1710140888,1872,173213,34.0,93.5,1.0,0.11,2.5700000000000003,173213,2024-03-11 07:08:08
1710141008,1872,173213,34.0,93.5,1.0,0.0,2.17,173213,2024-03-11 07:10:08
1710141128,1872,173213,34.0,93.5,0.9,0.01,2.055,173213,2024-03-11 07:12:08
1710141248,1872,173213,34.5,93.5,1.0,0.0,1.995,173213,2024-03-11 07:14:08
1710141368,1872,173213,34.5,93.5,0.9,0.1,2.185,173213,2024-03-11 07:16:08
1710141488,1872,173213,34.5,93.5,0.9,0.135,1.565,173213,2024-03-11 07:18:08
1710141608,1872,173213,35.0,93.5,1.0,0.115,2.73,173213,2024-03-11 07:20:08
1710141728,1872,173213,35.0,93.5,1.0,0.2,2.4450000000000003,173213,2024-03-11 07:22:08
1710141848,1872,173213,35.0,93.5,0.8,0.015,1.725,173213,2024-03-11 07:24:08
1710141968,1872,173213,35.0,93.5,1.1,0.205,2.135,173213,2024-03-11 07:26:08
1710142088,1872,173213,35.0,93.5,1.0,0.175,2.13,173213,2024-03-11 07:28:08
1710142208,1872,173213,35.5,93.5,1.1,0.29,2.0700000000000003,173213,2024-03-11 07:30:08
1710142328,1872,173213,35.5,93.5,1.2,0.335,2.545,173213,2024-03-11 07:32:08
1710142448,1872,173213,36.0,93.5,1.1,0.47,2.835,173213,2024-03-11 07:34:08
1710142568,1872,173213,35.5,93.5,1.3,0.405,2.735,173213,2024-03-11 07:36:08
1710142688,1872,173213,35.5,93.5,1.4,0.3249999999999999,2.11,173213,2024-03-11 07:38:08
1710142808,1872,173213,35.5,93.5,1.1,0.31,2.85,173213,2024-03-11 07:40:08
1710142928,1872,173213,36.0,93.0,1.0,0.205,3.045,173213,2024-03-11 07:42:08
1710143048,1872,173213,35.5,93.5,1.0,0.13,1.81,173213,2024-03-11 07:44:08
