time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,date_time_utc
1712503779,1872,173213,29.5,102.0,1.7,1.075,1.58,2024-04-07 15:29:39+00:00
1712503899,1872,173213,28.0,104.0,1.6,0.91,1.385,2024-04-07 15:31:39+00:00
1712504019,1872,173213,26.5,106.0,1.6,1.305,1.7,2024-04-07 15:33:39+00:00
1712504139,1872,173213,25.0,107.0,1.4,0.625,1.355,2024-04-07 15:35:39+00:00
1712504259,1872,173213,25.0,108.0,1.4,0.69,1.3,2024-04-07 15:37:39+00:00
1712504379,1872,173213,24.0,109.0,1.5,0.985,1.79,2024-04-07 15:39:39+00:00
1712504499,1872,173213,23.0,110.0,1.4,0.975,1.335,2024-04-07 15:41:39+00:00
1712504619,1872,173213,22.5,111.0,1.3,0.675,0.87,2024-04-07 15:43:39+00:00
1712504739,1872,173213,22.0,112.0,1.4,0.525,1.35,2024-04-07 15:45:39+00:00
1712504859,1872,173213,21.5,112.5,1.4,0.42,1.01,2024-04-07 15:47:39+00:00
1712504991,1872,173213,21.0,113.0,1.4,0.285,1.1,2024-04-07 15:49:51+00:00
1712505111,1872,173213,22.0,111.0,1.2,0.415,0.775,2024-04-07 15:51:51+00:00
1712505231,1872,173213,24.0,107.0,1.2,0.33,0.845,2024-04-07 15:53:51+00:00
1712505351,1872,173213,27.0,103.5,1.3,0.695,1.05,2024-04-07 15:55:51+00:00
1712505471,1872,173213,29.0,99.5,1.2,0.7,1.065,2024-04-07 15:57:51+00:00
1712505591,1872,173213,32.0,97.0,1.2,0.745,1.325,2024-04-07 15:59:51+00:00
1712505711,1872,173213,34.0,94.5,1.3,1.185,1.625,2024-04-07 16:01:51+00:00
1712505831,1872,173213,36.0,92.5,1.4,1.325,1.91,2024-04-07 16:03:51+00:00
1712505951,1872,173213,37.5,91.5,1.3,1.22,1.74,2024-04-07 16:05:51+00:00
1712506071,1872,173213,39.0,89.5,1.5,1.45,1.99,2024-04-07 16:07:51+00:00
1712506191,1872,173213,40.0,89.5,1.3,1.335,1.8,2024-04-07 16:09:51+00:00
1712506311,1872,173213,40.5,88.5,1.5,1.685,2.12,2024-04-07 16:11:51+00:00
1712506431,1872,173213,41.5,88.5,1.5,1.36,2.005,2024-04-07 16:13:51+00:00
1712506551,1872,173213,41.5,88.5,1.6,1.78,2.41,2024-04-07 16:15:51+00:00
1712506671,1872,173213,41.5,88.5,1.5,1.77,2.425,2024-04-07 16:17:51+00:00
1712506791,1872,173213,42.0,88.5,1.7,1.6,1.98,2024-04-07 16:19:51+00:00
1712506911,1872,173213,41.5,88.5,1.4,1.615,2.14,2024-04-07 16:21:51+00:00
1712507031,1872,173213,41.5,88.5,1.6,1.875,2.55,2024-04-07 16:23:51+00:00
1712507151,1872,173213,41.5,88.5,1.6,1.695,2.33,2024-04-07 16:25:51+00:00
1712507271,1872,173213,42.0,88.5,1.6,1.87,2.345,2024-04-07 16:27:51+00:00
1712507391,1872,173213,41.5,88.5,1.6,1.895,2.395,2024-04-07 16:29:51+00:00
1712507511,1872,173213,41.5,88.5,1.8,2.095,2.74,2024-04-07 16:31:51+00:00
1712507631,1872,173213,42.0,88.5,1.7,1.755,2.385,2024-04-07 16:33:51+00:00
1712507751,1872,173213,41.5,88.5,1.6,1.83,2.12,2024-04-07 16:35:51+00:00
1712507871,1872,173213,41.5,88.5,1.6,1.46,2.2,2024-04-07 16:37:51+00:00
1712507991,1872,173213,42.0,88.5,1.5,1.705,2.155,2024-04-07 16:39:51+00:00
1712508111,1872,173213,42.0,88.5,1.8,1.595,2.11,2024-04-07 16:41:51+00:00
1712508231,1872,173213,42.0,88.5,1.6,1.72,2.115,2024-04-07 16:43:51+00:00
1712508351,1872,173213,42.0,88.5,1.7,1.47,2.185,2024-04-07 16:45:51+00:00
1712508471,1872,173213,38.5,93.0,1.6,0.82,1.635,2024-04-07 16:47:51+00:00
1712508603,1872,173213,34.5,96.0,1.4,0.725,1.275,2024-04-07 16:50:03+00:00
1712508723,1872,173213,32.0,99.0,1.5,0.945,1.395,2024-04-07 16:52:03+00:00
1712508843,1872,173213,30.0,101.0,1.4,0.74,1.175,2024-04-07 16:54:03+00:00
1712508963,1872,173213,28.0,103.0,1.4,0.765,1.22,2024-04-07 16:56:03+00:00
1712509083,1872,173213,27.0,104.0,1.3,0.67,1.075,2024-04-07 16:58:03+00:00
1712509203,1872,173213,25.5,106.0,1.4,0.495,1.195,2024-04-07 17:00:03+00:00
1712509323,1872,173213,24.0,108.0,1.3,0.515,0.945,2024-04-07 17:02:03+00:00
1712509443,1872,173213,23.0,109.5,1.4,0.66,1.125,2024-04-07 17:04:03+00:00
1712509563,1872,173213,22.0,111.0,1.3,0.405,0.915,2024-04-07 17:06:03+00:00
1712509683,1872,173213,21.5,112.0,1.1,0.065,0.575,2024-04-07 17:08:03+00:00
1712509803,1872,173213,20.5,113.0,1.2,0.245,0.475,2024-04-07 17:10:03+00:00
1712509923,1872,173213,20.0,111.5,1.1,0.125,0.4,2024-04-07 17:12:03+00:00
1712510043,1872,173213,22.5,107.5,1.3,0.57,1.195,2024-04-07 17:14:03+00:00
1712510163,1872,173213,24.0,104.5,1.2,0.885,0.985,2024-04-07 17:16:03+00:00
1712510283,1872,173213,26.0,103.0,1.2,0.565,1.14,2024-04-07 17:18:03+00:00
1712510403,1872,173213,29.0,99.5,1.1,0.56,0.94,2024-04-07 17:20:03+00:00
1712510523,1872,173213,31.5,96.5,1.3,0.85,1.495,2024-04-07 17:22:03+00:00
1712510643,1872,173213,34.0,93.5,1.3,0.89,1.4,2024-04-07 17:24:03+00:00
1712510763,1872,173213,36.5,91.5,1.3,1.13,1.55,2024-04-07 17:26:03+00:00
1712510883,1872,173213,38.5,90.0,1.2,1.36,1.68,2024-04-07 17:28:03+00:00
