time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,date_time_utc
1712502249,1872,173211,44.5,88.5,2.1,2.775,3.74,2024-04-07 15:04:09+00:00
1712502369,1872,173211,44.5,88.0,2.2,2.22,2.78,2024-04-07 15:06:09+00:00
1712502489,1872,173211,44.5,88.0,2.0,2.055,2.76,2024-04-07 15:08:09+00:00
1712502609,1872,173211,44.5,88.0,2.2,2.255,3.345,2024-04-07 15:10:09+00:00
1712502729,1872,173211,44.5,88.5,2.1,2.265,2.955,2024-04-07 15:12:09+00:00
1712502849,1872,173211,44.5,88.5,2.2,2.34,3.14,2024-04-07 15:14:09+00:00
1712502969,1872,173211,44.5,88.0,2.1,2.445,3.18,2024-04-07 15:16:09+00:00
1712503089,1872,173211,44.5,88.0,2.0,2.49,3.245,2024-04-07 15:18:09+00:00
1712503209,1872,173211,44.5,88.0,2.0,2.465,3.435,2024-04-07 15:20:09+00:00
1712503329,1872,173211,44.5,88.5,2.0,2.16,3.185,2024-04-07 15:22:09+00:00
1712503449,1872,173211,44.5,89.0,2.0,1.83,2.71,2024-04-07 15:24:09+00:00
1712503570,1872,173211,43.5,89.0,1.8,1.79,2.485,2024-04-07 15:26:10+00:00
1712503690,1872,173211,43.5,89.5,1.9,1.79,2.79,2024-04-07 15:28:10+00:00
1712503810,1872,173211,43.0,90.0,1.7,1.67,2.315,2024-04-07 15:30:10+00:00
1712503930,1872,173211,42.5,90.0,1.9,1.75,2.52,2024-04-07 15:32:10+00:00
1712504050,1872,173211,42.5,90.5,1.9,1.625,2.29,2024-04-07 15:34:10+00:00
1712504170,1872,173211,42.0,90.5,1.7,1.615,2.825,2024-04-07 15:36:10+00:00
1712504290,1872,173211,41.5,91.0,1.5,1.475,2.0,2024-04-07 15:38:10+00:00
1712504410,1872,173211,41.5,91.0,1.8,1.745,2.43,2024-04-07 15:40:10+00:00
1712504530,1872,173211,41.0,91.5,1.5,1.18,1.51,2024-04-07 15:42:10+00:00
1712504650,1872,173211,41.0,91.5,1.5,1.215,2.035,2024-04-07 15:44:10+00:00
1712504770,1872,173211,40.5,91.5,1.5,1.05,1.65,2024-04-07 15:46:10+00:00
1712504890,1872,173211,40.5,92.0,1.5,1.055,1.6,2024-04-07 15:48:10+00:00
1712505010,1872,173211,40.0,92.0,1.4,0.76,1.365,2024-04-07 15:50:10+00:00
1712505130,1872,173211,39.5,91.5,1.8,1.25,1.795,2024-04-07 15:52:10+00:00
1712505250,1872,173211,41.5,88.5,1.7,1.195,2.02,2024-04-07 15:54:10+00:00
1712505370,1872,173211,43.5,87.5,1.6,1.455,2.135,2024-04-07 15:56:10+00:00
1712505490,1872,173211,45.0,86.5,1.6,1.53,2.055,2024-04-07 15:58:10+00:00
1712505610,1872,173211,46.0,86.0,1.6,1.775,2.445,2024-04-07 16:00:10+00:00
1712505734,1872,173211,46.5,85.5,1.8,1.71,2.385,2024-04-07 16:02:14+00:00
1712505850,1872,173211,47.0,85.0,1.6,1.52,2.195,2024-04-07 16:04:10+00:00
1712505970,1872,173211,47.5,85.0,1.6,1.62,2.535,2024-04-07 16:06:10+00:00
1712506090,1872,173211,48.0,84.5,1.6,1.905,2.2,2024-04-07 16:08:10+00:00
1712506210,1872,173211,48.5,86.0,1.7,1.79,2.645,2024-04-07 16:10:10+00:00
1712506330,1872,173211,47.0,86.5,1.8,1.7,2.16,2024-04-07 16:12:10+00:00
1712506450,1872,173211,46.5,86.5,1.7,1.79,2.405,2024-04-07 16:14:10+00:00
1712506570,1872,173211,46.0,87.0,1.8,1.37,2.42,2024-04-07 16:16:10+00:00
1712506690,1872,173211,45.5,87.0,1.9,1.81,2.295,2024-04-07 16:18:10+00:00
1712506810,1872,173211,45.5,87.5,2.2,1.65,2.46,2024-04-07 16:20:10+00:00
1712506930,1872,173211,45.5,87.5,1.8,1.81,2.625,2024-04-07 16:22:10+00:00
1712507050,1872,173211,44.5,87.5,1.6,1.57,2.07,2024-04-07 16:24:10+00:00
1712507171,1872,173211,44.5,87.5,1.7,1.725,2.43,2024-04-07 16:26:11+00:00
1712507291,1872,173211,44.5,87.5,1.8,1.65,2.14,2024-04-07 16:28:11+00:00
1712507411,1872,173211,44.5,88.0,1.8,1.765,2.445,2024-04-07 16:30:11+00:00
1712507531,1872,173211,44.5,88.0,1.7,1.77,2.34,2024-04-07 16:32:11+00:00
1712507651,1872,173211,44.5,88.0,1.6,1.67,2.085,2024-04-07 16:34:11+00:00
1712507771,1872,173211,44.5,88.0,1.7,1.475,2.485,2024-04-07 16:36:11+00:00
1712507891,1872,173211,44.5,88.0,1.8,1.84,2.715,2024-04-07 16:38:11+00:00
1712508011,1872,173211,44.5,88.0,1.8,1.83,2.62,2024-04-07 16:40:11+00:00
1712508131,1872,173211,44.5,88.0,1.8,1.765,2.435,2024-04-07 16:42:11+00:00
1712508251,1872,173211,44.5,88.0,1.8,1.65,2.485,2024-04-07 16:44:11+00:00
1712508371,1872,173211,44.0,88.0,1.6,2.045,2.595,2024-04-07 16:46:11+00:00
1712508491,1872,173211,43.5,88.5,1.5,1.63,2.395,2024-04-07 16:48:11+00:00
1712508611,1872,173211,43.5,89.0,1.8,1.59,2.11,2024-04-07 16:50:11+00:00
1712508731,1872,173211,43.0,89.0,1.7,1.745,2.16,2024-04-07 16:52:11+00:00
1712508851,1872,173211,42.5,89.5,1.6,1.33,2.19,2024-04-07 16:54:11+00:00
1712508971,1872,173211,42.0,90.0,1.6,1.505,2.02,2024-04-07 16:56:11+00:00
1712509091,1872,173211,42.0,90.0,1.6,1.555,2.235,2024-04-07 16:58:11+00:00
1712509211,1872,173211,41.5,90.5,1.7,1.35,1.785,2024-04-07 17:00:11+00:00
1712509331,1872,173211,41.0,90.5,1.6,1.22,2.01,2024-04-07 17:02:11+00:00
1712509451,1872,173211,41.0,91.0,1.6,0.99,1.755,2024-04-07 17:04:11+00:00
1712509571,1872,173211,40.5,91.0,1.4,1.165,1.505,2024-04-07 17:06:11+00:00
1712509691,1872,173211,40.0,91.5,1.6,1.03,1.63,2024-04-07 17:08:11+00:00
1712509810,1872,173211,40.0,91.5,1.5,1.04,1.565,2024-04-07 17:10:10+00:00
1712509931,1872,173211,40.0,91.5,1.7,1.145,1.48,2024-04-07 17:12:11+00:00
1712510050,1872,173211,40.0,91.5,1.5,1.09,1.63,2024-04-07 17:14:10+00:00
1712510171,1872,173211,40.0,91.0,1.4,1.24,1.545,2024-04-07 17:16:11+00:00
1712510291,1872,173211,40.5,88.5,1.5,1.375,1.94,2024-04-07 17:18:11+00:00
1712510411,1872,173211,43.0,87.0,1.5,1.4,1.935,2024-04-07 17:20:11+00:00
1712510531,1872,173211,44.5,86.0,1.5,1.41,1.955,2024-04-07 17:22:11+00:00
1712510651,1872,173211,45.5,85.5,1.5,1.615,2.25,2024-04-07 17:24:11+00:00
1712510771,1872,173211,46.5,85.0,1.5,1.57,2.03,2024-04-07 17:26:11+00:00
1712510891,1872,173211,47.0,84.5,1.5,1.53,2.015,2024-04-07 17:28:11+00:00
