time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,date_time_utc
1712503476,1872,173212,44.0,89.0,2.2,2.1,3.13,2024-04-07 15:24:36+00:00
1712503597,1872,173212,43.5,89.5,1.8,1.58,2.28,2024-04-07 15:26:37+00:00
1712503716,1872,173212,43.5,90.0,2.0,1.915,2.69,2024-04-07 15:28:36+00:00
1712503839,1872,173212,42.5,90.0,1.8,1.52,2.265,2024-04-07 15:30:39+00:00
1712503957,1872,173212,42.5,90.5,1.7,1.71,2.14,2024-04-07 15:32:37+00:00
1712504077,1872,173212,42.0,90.5,1.8,1.52,2.06,2024-04-07 15:34:37+00:00
1712504196,1872,173212,41.5,91.0,2.0,1.815,2.875,2024-04-07 15:36:36+00:00
1712504316,1872,173212,41.5,91.5,1.8,1.615,2.53,2024-04-07 15:38:36+00:00
1712504437,1872,173212,41.5,91.5,1.7,1.525,2.11,2024-04-07 15:40:37+00:00
1712504557,1872,173212,40.5,91.5,1.8,1.525,2.595,2024-04-07 15:42:37+00:00
1712504677,1872,173212,40.5,91.5,1.7,1.475,2.41,2024-04-07 15:44:37+00:00
1712504797,1872,173212,40.5,92.0,1.6,1.375,2.2,2024-04-07 15:46:37+00:00
1712504917,1872,173212,40.5,92.0,1.6,1.695,2.315,2024-04-07 15:48:37+00:00
1712505037,1872,173212,40.0,92.5,1.6,1.63,2.43,2024-04-07 15:50:37+00:00
1712505157,1872,173212,40.0,91.0,1.6,1.235,1.875,2024-04-07 15:52:37+00:00
1712505277,1872,173212,43.0,88.0,1.7,1.86,2.89,2024-04-07 15:54:37+00:00
1712505397,1872,173212,45.0,87.0,1.6,1.56,2.26,2024-04-07 15:56:37+00:00
1712505517,1872,173212,46.0,86.0,1.6,1.725,2.47,2024-04-07 15:58:37+00:00
1712505637,1872,173212,47.0,85.5,1.6,1.6,2.04,2024-04-07 16:00:37+00:00
1712505757,1872,173212,48.0,85.5,1.7,1.895,2.32,2024-04-07 16:02:37+00:00
1712505877,1872,173212,48.0,85.0,1.7,1.64,2.33,2024-04-07 16:04:37+00:00
1712505997,1872,173212,48.5,84.5,1.7,1.66,2.435,2024-04-07 16:06:37+00:00
1712506117,1872,173212,49.0,84.5,1.6,1.55,2.495,2024-04-07 16:08:37+00:00
1712506237,1872,173212,48.0,85.5,1.7,1.955,2.6,2024-04-07 16:10:37+00:00
1712506357,1872,173212,47.0,86.5,1.7,1.835,2.6,2024-04-07 16:12:37+00:00
1712506477,1872,173212,46.0,87.5,1.8,1.67,2.255,2024-04-07 16:14:37+00:00
1712506597,1872,173212,45.5,87.5,1.8,1.61,2.405,2024-04-07 16:16:37+00:00
1712506717,1872,173212,45.5,87.5,1.6,1.6,1.995,2024-04-07 16:18:37+00:00
1712506837,1872,173212,45.0,87.5,1.9,2.005,2.89,2024-04-07 16:20:37+00:00
1712506957,1872,173212,44.5,88.0,1.7,1.95,2.915,2024-04-07 16:22:37+00:00
1712507077,1872,173212,44.5,88.0,1.8,1.73,2.325,2024-04-07 16:24:37+00:00
1712507197,1872,173212,44.5,88.0,1.8,1.59,2.095,2024-04-07 16:26:37+00:00
1712507317,1872,173212,44.5,88.0,1.7,1.27,2.045,2024-04-07 16:28:37+00:00
1712507437,1872,173212,44.5,88.0,1.6,1.77,2.56,2024-04-07 16:30:37+00:00
1712507557,1872,173212,44.0,88.0,1.7,1.785,2.41,2024-04-07 16:32:37+00:00
1712507677,1872,173212,44.0,88.5,1.9,1.725,2.68,2024-04-07 16:34:37+00:00
1712507797,1872,173212,44.0,88.0,1.6,1.76,2.305,2024-04-07 16:36:37+00:00
1712507917,1872,173212,44.0,88.5,1.8,1.815,2.455,2024-04-07 16:38:37+00:00
1712508037,1872,173212,44.0,88.5,1.8,2.02,2.7,2024-04-07 16:40:37+00:00
1712508158,1872,173212,44.0,88.0,1.7,1.97,2.425,2024-04-07 16:42:38+00:00
1712508278,1872,173212,44.0,88.5,1.7,1.895,2.33,2024-04-07 16:44:38+00:00
1712508398,1872,173212,43.5,88.5,1.9,2.225,2.745,2024-04-07 16:46:38+00:00
1712508518,1872,173212,43.5,89.0,1.9,1.655,2.565,2024-04-07 16:48:38+00:00
1712508639,1872,173212,43.5,89.0,1.9,1.69,2.27,2024-04-07 16:50:39+00:00
1712508758,1872,173212,42.5,89.5,1.8,1.36,2.095,2024-04-07 16:52:38+00:00
1712508879,1872,173212,42.5,90.0,1.6,1.39,2.03,2024-04-07 16:54:39+00:00
1712508998,1872,173212,41.5,90.0,1.7,1.555,2.01,2024-04-07 16:56:38+00:00
1712509118,1872,173212,41.5,90.5,1.7,1.755,2.255,2024-04-07 16:58:38+00:00
1712509238,1872,173212,41.5,90.5,1.8,1.51,2.12,2024-04-07 17:00:38+00:00
1712509358,1872,173212,41.0,91.0,1.6,1.465,2.085,2024-04-07 17:02:38+00:00
1712509478,1872,173212,40.5,91.0,1.5,1.23,1.905,2024-04-07 17:04:38+00:00
1712509598,1872,173212,40.5,91.5,1.5,1.665,2.13,2024-04-07 17:06:38+00:00
1712509719,1872,173212,40.0,91.5,1.6,1.47,2.17,2024-04-07 17:08:39+00:00
1712509838,1872,173212,40.0,91.5,1.6,1.165,1.73,2024-04-07 17:10:38+00:00
1712509959,1872,173212,39.5,92.0,1.5,1.41,1.965,2024-04-07 17:12:39+00:00
1712510163,1872,173212,39.5,92.0,1.5,1.345,1.925,2024-04-07 17:16:03+00:00
1712510283,1872,173212,40.5,89.0,1.6,1.405,1.975,2024-04-07 17:18:03+00:00
1712510402,1872,173212,43.0,87.0,1.5,1.715,2.15,2024-04-07 17:20:02+00:00
1712510523,1872,173212,45.0,86.0,1.4,1.51,1.925,2024-04-07 17:22:03+00:00
1712510643,1872,173212,46.0,85.5,1.5,1.445,2.155,2024-04-07 17:24:03+00:00
1712510763,1872,173212,47.0,85.0,1.5,1.445,1.755,2024-04-07 17:26:03+00:00
1712510883,1872,173212,47.0,84.5,1.6,1.575,2.1,2024-04-07 17:28:03+00:00
