UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/24T03:16:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,33,60,1012.84,0.02,12216,-50,5981,2.40,4.14,5.59,2.40,4.14,5.59,17,17,665.28,192.86,27.93,5.10,2.28,0.84,2.93,4.73,6.59,2.93,4.73,6.59,20,20,636.92,192.20,32.90,5.75,3.10,1.05,81.54
2024/02/24T03:18:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,60,1012.80,0.02,12216,-51,6101,2.71,4.45,6.95,2.71,4.45,6.95,19,19,683.89,196.68,32.39,7.32,3.41,1.39,2.85,4.13,5.05,2.85,4.13,5.05,17,17,649.20,185.70,26.55,4.07,1.45,0.45,82.81
2024/02/24T03:20:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,33,60,1012.81,0.02,12216,-55,6221,2.33,4.03,5.40,2.33,4.03,5.40,17,17,639.83,185.03,27.07,5.17,2.14,0.84,2.98,4.64,6.10,2.98,4.64,6.10,19,19,693.62,197.45,28.78,4.88,2.31,0.90,81.18
2024/02/24T03:22:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,60,1012.95,0.02,12216,-56,6341,2.78,4.20,5.73,2.78,4.20,5.73,18,18,620.64,181.15,31.00,4.03,1.88,1.08,2.82,4.44,5.58,2.82,4.44,5.58,18,18,666.00,193.05,27.58,4.70,1.46,1.19,79.72
2024/02/24T03:24:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,60,1012.90,0.02,12216,-51,6461,2.48,4.18,5.67,2.48,4.18,5.67,17,17,674.00,195.60,26.53,5.15,2.05,1.13,3.05,4.98,5.71,3.05,4.98,5.71,21,21,679.55,197.34,33.62,3.78,1.28,0.41,84.74
2024/02/24T03:26:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,34,60,1012.90,0.02,12216,-55,6581,2.71,4.25,5.57,2.71,4.25,5.57,18,18,639.32,177.25,28.00,4.91,1.79,0.91,2.69,4.63,6.15,2.69,4.63,6.15,19,19,710.75,206.27,34.42,3.98,2.44,0.92,85.49
2024/02/24T03:28:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,35,61,1012.85,0.02,12216,-53,6701,2.86,4.89,5.74,2.86,4.89,5.74,20,20,621.05,181.65,31.51,5.96,1.19,0.47,2.82,4.20,5.37,2.82,4.20,5.37,17,17,606.10,183.07,25.08,4.92,1.73,0.58,104.00
2024/02/24T03:30:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.81,0.02,12216,-53,6821,2.68,4.15,5.32,2.68,4.15,5.32,17,17,617.30,183.80,27.10,4.50,1.35,0.55,2.70,3.91,4.68,2.70,3.91,4.68,16,16,634.07,185.43,23.30,2.34,1.09,0.48,127.63
2024/02/24T03:32:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.81,0.02,12216,-52,6941,2.88,4.24,5.15,2.88,4.24,5.15,18,18,619.73,183.05,30.41,3.22,1.25,0.76,2.57,3.73,4.62,2.57,3.73,4.62,16,16,600.21,173.07,25.43,2.02,1.09,0.89,133.48
2024/02/24T03:34:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.76,0.02,12216,-56,7061,2.54,4.19,5.18,2.54,4.19,5.18,17,17,588.32,171.09,24.67,5.11,1.58,0.54,2.56,3.75,4.22,2.56,3.75,4.22,16,16,607.02,180.54,26.49,2.03,0.59,0.25,141.35
2024/02/24T03:36:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.72,0.02,12216,-52,7181,2.62,3.54,4.77,2.62,3.54,4.77,15,15,593.89,172.71,18.14,3.50,1.20,1.20,2.42,4.05,5.92,2.42,4.05,5.92,17,17,577.42,174.34,35.25,4.14,2.83,1.24,144.01
2024/02/24T03:38:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.75,0.02,12048,-52,7302,2.25,3.48,4.10,2.25,3.48,4.10,15,15,546.20,161.73,24.78,3.02,0.77,0.55,1.75,2.89,3.82,1.75,2.89,3.82,12,12,564.21,159.75,19.60,2.72,1.61,0.25,146.31
2024/02/24T03:40:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.75,0.02,12048,-50,7422,2.05,3.54,5.07,2.05,3.54,5.07,15,15,568.39,166.79,25.12,5.50,2.12,0.88,2.07,3.10,4.67,2.07,3.10,4.67,13,13,554.17,161.17,23.60,2.91,1.91,0.59,143.17
2024/02/24T03:42:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.84,0.02,12216,-55,7542,2.50,4.07,5.69,2.50,4.07,5.69,17,17,579.31,168.93,25.10,5.90,2.02,0.71,2.48,4.17,5.67,2.48,4.17,5.67,17,17,606.72,181.69,28.17,4.60,2.05,0.64,143.69
2024/02/24T03:44:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.85,0.02,12216,-54,7662,2.50,3.60,5.17,2.50,3.60,5.17,15,15,558.00,167.24,25.91,3.57,2.33,0.74,2.68,3.86,4.86,2.68,3.86,4.86,16,16,595.39,170.79,26.88,3.93,1.21,0.70,134.83
2024/02/24T03:46:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,35,60,1012.83,0.02,12216,-50,7782,2.47,3.97,6.34,2.47,3.97,6.34,17,17,612.41,185.05,31.27,7.00,2.49,1.78,2.84,3.98,4.78,2.84,3.98,4.78,17,17,587.90,172.62,26.21,3.40,0.93,0.24,134.11
2024/02/24T03:48:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,35,61,1012.91,0.02,12216,-49,7902,2.39,4.00,4.30,2.39,4.00,4.30,17,17,569.05,162.88,23.28,4.35,0.47,0.12,2.20,4.10,4.58,2.20,4.10,4.58,17,17,623.80,175.33,24.80,4.30,0.75,0.33,136.85
2024/02/24T03:50:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.90,0.02,12216,-50,8022,2.55,3.79,6.26,2.55,3.79,6.26,16,16,610.34,174.34,24.72,6.29,3.86,1.12,2.50,3.62,5.45,2.50,3.62,5.45,15,15,582.10,170.27,28.65,4.33,2.52,1.25,131.71
2024/02/24T03:52:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,35,61,1012.90,0.02,12216,-53,8142,2.47,4.20,5.24,2.47,4.20,5.24,18,18,569.80,170.24,26.27,5.73,1.24,0.64,2.42,3.51,3.74,2.42,3.51,3.74,15,15,579.16,169.82,22.32,1.47,0.46,0.25,131.81
2024/02/24T03:54:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,61,1012.93,0.02,12216,-54,8262,2.41,3.46,4.86,2.41,3.46,4.86,14,14,594.61,176.07,23.17,4.07,2.14,1.22,2.79,3.64,4.82,2.79,3.64,4.82,15,15,602.57,174.57,24.14,3.59,1.48,0.21,126.59
2024/02/24T03:56:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,60,1012.95,0.02,12216,-56,8382,2.59,3.71,4.66,2.59,3.71,4.66,15,15,583.45,167.55,27.21,3.05,1.28,0.60,2.42,3.69,4.46,2.42,3.69,4.46,15,15,580.37,170.92,27.58,2.81,1.29,0.59,117.30
2024/02/24T03:58:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,34,60,1012.94,0.02,12216,-53,8502,3.00,4.16,5.65,3.00,4.16,5.65,17,17,660.63,190.14,23.51,4.53,1.82,0.74,2.63,3.98,4.95,2.63,3.98,4.95,17,17,581.90,174.07,28.73,3.51,1.51,0.46,104.46
2024/02/24T04:00:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,34,60,1012.93,0.02,12216,-49,8622,2.63,4.59,6.47,2.63,4.59,6.47,19,19,667.02,192.61,36.34,6.20,2.66,1.22,2.41,3.68,4.64,2.41,3.68,4.64,15,15,597.11,173.25,21.57,4.00,1.21,0.30,91.28
2024/02/24T04:02:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,34,60,1012.91,0.02,12216,-52,8742,2.77,4.00,4.98,2.77,4.00,4.98,17,17,628.00,187.20,24.80,3.05,1.05,0.38,3.07,4.64,5.48,3.07,4.64,5.48,19,19,688.82,195.61,34.48,3.79,1.57,0.07,84.91
2024/02/24T04:04:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,34,59,1012.87,0.02,12216,-55,8862,2.79,4.45,5.98,2.79,4.45,5.98,19,19,631.76,182.24,32.78,5.81,2.19,0.88,2.47,3.85,4.17,2.47,3.85,4.17,16,16,607.93,181.08,31.68,1.66,0.44,0.19,74.39
2024/02/24T04:06:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,34,60,1012.70,0.02,12216,-54,8982,2.46,3.71,4.64,2.46,3.71,4.64,15,15,602.89,170.64,22.29,3.70,1.02,0.45,2.78,3.86,5.37,2.78,3.86,5.37,16,16,586.27,173.05,29.05,4.10,1.92,1.76,73.17
2024/02/24T04:08:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,35,60,1012.93,0.02,12216,-54,9102,2.47,3.88,5.47,2.47,3.88,5.47,16,16,643.14,187.48,31.03,4.84,2.74,0.66,2.64,3.59,4.48,2.64,3.59,4.48,15,15,614.79,174.86,23.17,2.19,1.34,0.36,72.57
2024/02/24T04:10:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,35,59,1012.91,0.02,12216,-53,9222,2.95,4.34,5.47,2.95,4.34,5.47,18,18,632.64,185.05,24.95,4.39,1.61,0.85,2.33,3.84,4.71,2.33,3.84,4.71,16,16,627.10,183.07,24.24,2.86,1.12,0.72,61.60
2024/02/24T04:12:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,34,58,1012.87,0.02,12216,-49,9342,3.03,4.71,5.60,3.03,4.71,5.60,20,20,675.83,194.66,30.45,4.05,1.26,0.64,3.19,4.53,4.93,3.19,4.53,4.93,19,19,694.37,200.71,30.73,1.78,0.31,0.31,50.96
2024/02/24T04:14:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,35,58,1012.83,0.02,12216,-52,9462,2.77,4.44,5.26,2.77,4.44,5.26,18,18,605.05,182.21,30.96,3.56,1.05,0.75,2.93,4.55,5.50,2.93,4.55,5.50,19,19,660.90,195.83,29.72,3.47,1.52,0.63,53.11
2024/02/24T04:16:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,35,59,1012.89,0.02,12216,-53,9582,2.39,3.59,5.81,2.39,3.59,5.81,15,15,596.95,182.47,26.42,6.14,2.92,0.53,3.05,4.75,5.75,3.05,4.75,5.75,20,20,648.92,193.76,28.54,4.29,1.24,0.66,51.78
2024/02/24T04:18:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,35,59,1012.90,0.02,12216,-51,9702,2.47,3.60,4.85,2.47,3.60,4.85,15,15,588.10,168.33,28.65,3.42,1.68,0.53,2.60,4.05,4.88,2.60,4.05,4.88,17,17,629.38,187.31,30.66,3.26,1.36,0.28,53.57
2024/02/24T04:20:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,59,1012.86,0.02,12216,-51,9822,2.19,4.22,4.95,2.19,4.22,4.95,18,18,632.07,187.14,29.69,4.91,0.74,0.33,2.91,4.33,5.79,2.91,4.33,5.79,18,18,656.63,189.58,33.00,3.74,2.14,0.95,54.10
2024/02/24T04:22:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,59,1012.87,0.02,12216,-56,9942,2.64,4.23,5.91,2.64,4.23,5.91,18,18,588.32,175.71,32.14,5.45,2.07,1.23,2.92,4.72,5.82,2.92,4.72,5.82,20,20,662.00,197.20,33.57,4.60,1.73,0.37,54.34
2024/02/24T04:24:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.86,0.02,12216,-54,10062,2.21,3.62,5.76,2.21,3.62,5.76,15,15,616.86,179.48,28.57,6.09,2.91,0.98,3.10,4.00,5.00,3.10,4.00,5.00,17,17,644.14,189.93,29.32,3.02,1.25,0.71,55.39
2024/02/24T04:26:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.85,0.02,12216,-53,10182,2.32,3.87,6.13,2.32,3.87,6.13,16,16,599.30,177.77,27.73,6.77,3.02,1.55,2.75,3.91,4.98,2.75,3.91,4.98,16,16,617.05,182.35,28.72,3.58,1.44,0.70,57.36
2024/02/24T04:28:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.83,0.02,12216,-54,10302,1.93,3.60,5.62,1.93,3.60,5.62,15,15,652.40,190.53,27.22,7.02,2.57,1.62,2.81,4.38,5.55,2.81,4.38,5.55,18,18,627.93,185.66,34.52,4.34,1.36,0.43,58.64
2024/02/24T04:30:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.87,0.02,12216,-53,10422,2.75,4.43,6.38,2.75,4.43,6.38,18,18,669.00,191.54,33.23,6.00,2.38,0.86,3.10,4.46,6.27,3.10,4.46,6.27,19,19,652.47,195.29,33.02,5.12,2.73,1.02,58.38
2024/02/24T04:32:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,33,59,1012.83,0.02,12216,-53,10542,2.50,4.04,5.86,2.50,4.04,5.86,17,17,598.93,178.43,35.48,5.98,2.12,1.25,2.77,4.15,5.10,2.77,4.15,5.10,17,17,606.20,178.60,27.25,3.48,1.43,0.67,57.99
2024/02/24T04:34:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.84,0.02,12216,-52,10662,2.39,3.92,5.08,2.39,3.92,5.08,16,16,597.56,176.54,24.46,3.97,1.63,0.61,2.53,3.93,5.23,2.53,3.93,5.23,16,16,610.11,175.86,27.02,3.96,1.70,1.12,59.69
2024/02/24T04:36:37z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,33,59,1012.83,0.02,12216,-57,10782,3.49,4.80,5.59,3.49,4.80,5.59,20,20,680.85,206.14,26.19,3.14,1.19,0.76,2.07,3.26,3.81,2.07,3.26,3.81,14,14,620.11,174.35,24.44,1.32,0.65,0.44,64.31
2024/02/24T04:38:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,33,59,1012.64,0.02,12048,-54,10903,2.53,4.25,6.19,2.53,4.25,6.19,18,18,639.16,187.89,29.23,6.37,2.74,0.65,2.29,3.58,4.54,2.29,3.58,4.54,15,15,619.73,184.07,26.78,2.93,1.41,0.92,67.90
2024/02/24T04:40:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,33,59,1012.82,0.02,12048,-55,11023,2.42,4.29,6.32,2.42,4.29,6.32,18,18,638.64,184.88,33.39,6.58,2.92,1.31,2.95,4.44,4.84,2.95,4.44,4.84,18,18,702.11,204.47,27.22,2.38,0.78,0.18,67.69
2024/02/24T04:42:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.78,0.02,12216,-53,11143,2.71,4.31,6.81,2.71,4.31,6.81,18,18,610.66,178.93,28.98,7.64,3.19,1.79,2.72,4.16,4.41,2.72,4.16,4.41,17,17,630.52,183.83,27.29,2.19,0.60,0.09,64.14
2024/02/24T04:44:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.80,0.02,12216,-53,11263,3.00,3.98,4.80,3.00,3.98,4.80,17,17,650.46,188.79,21.73,2.86,1.04,0.82,2.73,4.42,5.32,2.73,4.42,5.32,18,18,631.50,185.83,29.65,4.57,1.20,0.23,62.32
2024/02/24T04:46:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.79,0.02,12216,-53,11383,2.69,4.44,6.10,2.69,4.44,6.10,19,19,657.36,196.75,28.24,5.32,2.44,1.08,3.07,4.22,5.17,3.07,4.22,5.17,18,18,644.24,185.08,27.83,3.51,1.83,0.56,63.22
2024/02/24T04:48:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.77,0.02,12216,-53,11503,2.85,4.88,6.20,2.85,4.88,6.20,20,20,672.20,194.77,32.65,6.65,1.80,0.78,3.02,4.18,4.65,3.02,4.18,4.65,17,17,623.68,182.04,26.51,2.21,0.74,0.65,65.36
2024/02/24T04:50:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.84,0.02,12216,-55,11623,3.27,4.97,6.37,3.27,4.97,6.37,21,21,735.46,213.69,30.54,4.69,1.90,0.92,3.03,4.34,5.74,3.03,4.34,5.74,18,18,674.48,202.14,22.79,4.83,2.21,0.71,68.42
2024/02/24T04:52:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,34,58,1012.80,0.02,12216,-56,11743,3.21,4.02,4.75,3.21,4.02,4.75,17,17,666.63,184.35,21.82,2.28,0.86,0.21,3.08,4.47,5.52,3.08,4.47,5.52,19,19,680.30,201.03,25.88,3.17,1.47,1.05,67.44
2024/02/24T04:54:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.78,0.02,12216,-53,11863,2.47,3.47,4.12,2.47,3.47,4.12,14,14,654.11,185.75,23.74,1.79,0.72,0.25,3.43,4.85,5.20,3.43,4.85,5.20,20,20,686.40,206.47,29.23,2.75,0.45,0.03,66.49
2024/02/24T04:56:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.85,0.02,12216,-54,11983,2.72,4.24,4.91,2.72,4.24,4.91,18,18,675.31,194.38,28.84,3.71,0.90,0.59,2.53,4.05,4.75,2.53,4.05,4.75,17,17,600.00,174.11,26.82,3.28,1.11,0.68,67.75
2024/02/24T04:58:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,34,58,1012.76,0.02,12216,-51,12103,2.90,4.24,5.68,2.90,4.24,5.68,18,18,664.58,195.63,30.24,3.85,2.19,0.90,3.12,4.79,5.27,3.12,4.79,5.27,20,20,668.36,202.82,30.82,3.04,0.64,0.00,69.10
2024/02/24T05:00:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.81,0.02,12216,-56,12223,2.65,3.81,4.93,2.65,3.81,4.93,16,16,614.95,183.58,28.51,3.23,1.58,0.58,2.92,4.32,5.49,2.92,4.32,5.49,18,18,686.34,194.44,26.32,3.17,1.47,0.86,70.67
2024/02/24T05:02:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.79,0.02,12216,-54,12343,3.05,4.00,4.73,3.05,4.00,4.73,17,17,635.14,190.50,25.52,2.38,1.21,0.57,3.24,4.81,5.40,3.24,4.81,5.40,20,20,669.31,196.10,30.95,3.00,0.79,0.17,72.30
2024/02/24T05:04:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.76,0.02,12216,-56,12463,3.67,5.63,6.30,3.67,5.63,6.30,23,23,778.70,229.30,28.32,4.92,0.67,0.67,2.84,4.44,5.11,2.84,4.44,5.11,18,18,678.21,198.25,34.39,2.68,0.86,0.23,73.54
2024/02/24T05:06:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.79,0.02,12216,-53,12583,2.57,3.85,6.18,2.57,3.85,6.18,16,16,645.80,194.50,30.08,7.22,3.05,1.20,2.93,4.00,4.43,2.93,4.00,4.43,17,17,618.21,180.68,27.71,1.57,0.98,0.41,72.27
2024/02/24T05:08:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.80,0.02,12216,-53,12703,3.05,5.09,6.52,3.05,5.09,6.52,21,21,674.48,199.69,36.67,6.40,1.81,1.16,2.88,4.20,4.95,2.88,4.20,4.95,17,17,653.10,195.23,23.47,2.37,0.75,0.38,70.50
2024/02/24T05:10:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.87,0.02,12216,-52,12823,3.20,4.57,5.80,3.20,4.57,5.80,19,19,717.43,210.71,30.12,4.29,1.64,0.43,2.68,3.63,4.23,2.68,3.63,4.23,15,15,626.10,177.67,24.02,1.35,0.70,0.47,70.49
2024/02/24T05:12:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.84,0.02,12216,-53,12943,3.12,4.19,6.11,3.12,4.19,6.11,17,17,695.26,203.09,24.84,3.96,2.86,1.28,3.16,4.16,4.55,3.16,4.16,4.55,17,17,680.38,201.24,24.98,0.98,0.38,0.00,72.27
2024/02/24T05:14:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.80,0.02,12216,-52,13063,2.81,4.10,5.66,2.81,4.10,5.66,17,17,606.10,182.61,28.76,4.49,2.12,0.85,2.75,3.89,4.93,2.75,3.89,4.93,16,16,627.21,181.07,26.05,3.54,1.32,0.68,71.22
2024/02/24T05:16:38z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,33,58,1012.85,0.02,12216,-56,13183,2.38,3.91,5.31,2.38,3.91,5.31,16,16,636.62,184.93,27.93,4.36,1.83,1.10,2.66,3.78,4.45,2.66,3.78,4.45,16,16,609.83,178.59,24.41,2.69,0.78,0.43,71.23
